Geneid,MGIsymbol,group1_1,group1_2,group1_3,group2_1,group2_2,group2_3,group3_1,group3_2,group3_3,logFC_group1/group2,logFC_group1/group3,logFC_group2/group1,logFC_group2/group3,logFC_group3/group1,logFC_group3/group2,padj_group1/group2,padj_group1/group3,padj_group2/group1,padj_group2/group3,padj_group3/group1,padj_group3/group2
ENSMUSG00000045912,C2cd4c,-0.605848266898754,-0.591325608177676,-0.912175985483317,-0.830216159708929,-1.33436997498793,-1.22285706808252,-2.50190721299068,-3.69017271132951,-1.23104704574408,0.419582240046025,1.70388638510946,-0.419582240046025,1.28430414506344,-1.70388638510946,-1.28430414506344,0.626180981457351,0.0568473908430174,0.626180981457351,0.149627022412978,0.0568473908430174,0.149627022412978
ENSMUSG00000082051,Gm16072,0.918263395404759,1.0065943339428,0.914817455017505,1.79232644804995,1.57783743538769,1.52846696692982,1.66532901827562,1.56047114849811,1.51744297599354,-0.684042241634807,-0.632845130214755,0.684042241634808,0.0511971114200526,0.632845130214755,-0.0511971114200525,0.00307777002288579,0.00180938808129578,0.00307777002288577,0.666211722587791,0.00180938808129578,0.666211722587791
ENSMUSG00000027004,Frzb,4.91388808522563,4.73743673096647,4.82521828965759,5.05000331917998,4.96354633095609,4.94076535964696,4.9179413187623,4.96599473885118,4.91433768368885,-0.159209887982408,-0.107254904444337,0.159209887982408,0.0519549835380711,0.107254904444337,-0.0519549835380711,0.0668784070741735,0.147987512237211,0.0668784070741736,0.496323650036547,0.147987512237211,0.496323650036546
ENSMUSG00000031565,Fgfr1,6.07442010927177,6.04446682136437,6.0540672100871,5.86690682627529,5.96485079319595,6.00733141142306,6.00878150156749,6.02065874208531,6.17269253386076,0.111275979591809,-0.00974426006762865,-0.111275979591809,-0.121020239659438,0.00974426006762867,0.121020239659438,0.188415052929958,0.906898689368241,0.188415052929957,0.159605763187566,0.906898689368241,0.159605763187566
ENSMUSG00000063171,Rps4l,6.02064678238667,5.88180391410059,5.89978088208855,5.73272394336054,5.86586252040131,5.79867697894889,5.76629821236034,5.68932660656051,5.72009466917915,0.134972810130204,0.208783673932799,-0.134972810130204,0.073810863802595,-0.208783673932799,-0.073810863802595,0.100214416183377,0.0201362980810149,0.100214416183377,0.327467517513499,0.0201362980810148,0.327467517513498
ENSMUSG00000050592,Fam78a,1.32551085399972,0.956180250262665,0.600338363646267,2.05252120296183,2.01900463517255,1.92210850470201,1.61865876245895,2.4346408900654,2.68114164251648,-1.03407258700322,-1.28096596176852,1.03407258700322,-0.246893374765297,1.28096596176852,0.246893374765297,0.0562642909991574,0.020546712264297,0.0562642909991573,0.597846514958741,0.020546712264297,0.597846514958741
ENSMUSG00000024072,Yipf4,4.71262402725387,4.95362152435468,4.89103151352634,4.72140663862408,4.76152090100603,4.72500135245555,4.48904926231498,4.42371113702799,4.3970764154729,0.116419807762524,0.415619775611858,-0.116419807762524,0.299199967849334,-0.415619775611858,-0.299199967849334,0.228286060286629,0.00383344823024746,0.228286060286629,0.0203845096845945,0.00383344823024749,0.0203845096845945
ENSMUSG00000029833,Trim24,7.33480226403004,7.58151907413539,7.57072706238875,7.02286169893725,7.20073774319374,7.01302648479444,6.7856833509599,6.714625276206,6.75620679448819,0.416786786157881,0.743455913530104,-0.416786786157882,0.326669127372223,-0.743455913530105,-0.326669127372223,0.0162618777452773,0.0012791228505234,0.0162618777452772,0.0355301030058378,0.00127912285052339,0.0355301030058379
ENSMUSG00000030008,Pradc1,1.56578663924783,0.981607492011353,1.00605858342854,2.26311764174803,2.26221634036664,2.25077372712579,2.51844911441535,2.38771645734212,2.13571535370741,-1.07143744331246,-1.16018159274103,1.07143744331246,-0.0887441494285747,1.16018159274103,0.0887441494285745,0.00909558224822272,0.00400762673832145,0.00909558224822271,0.746927137422093,0.00400762673832144,0.746927137422093
ENSMUSG00000053063,Clec12a,-1.01484812462348,-1.81475481784606,-2.37410381959233,-1.00796383337517,-1.73941716973752,-1.74105215425579,-0.483930270360748,-1.8105156475236,-1.35403504847166,-0.231138759633267,-0.510184288009557,0.231138759633267,-0.279045528376289,0.510184288009557,0.279045528376289,0.759644962053668,0.442998284618457,0.759644962053667,0.701709382375773,0.442998284618457,0.701709382375774
ENSMUSG00000039055,Eme1,5.17063274566753,5.19827227608638,5.19481169676273,5.19056821930301,5.21926700901868,5.08236834423811,5.23657449893724,5.25325215908759,5.17841610881606,0.0238350768219046,-0.0348691627395096,-0.0238350768219046,-0.0587042395614142,0.0348691627395096,0.0587042395614142,0.692963693604328,0.520395264195262,0.692963693604328,0.315202154823024,0.520395264195262,0.315202154823024
ENSMUSG00000055720,Ubl7,6.12760035643528,6.02089955217189,5.98705700673356,6.01024077939851,5.96559801110446,5.98689066821734,5.79281509727342,5.80456276734591,5.59267761634495,0.057603683654449,0.315099291542688,-0.0576036836544491,0.257495607888239,-0.315099291542689,-0.25749560788824,0.565850290291614,0.0123019434174633,0.565850290291614,0.0361191098776555,0.0123019434174633,0.0361191098776554
ENSMUSG00000039176,Polg,7.52188274906448,7.76797189403705,7.88468123323938,7.47518228592146,7.48705272196619,7.58538826539096,7.45770594423808,7.52539050728154,7.56172122757629,0.208963299180291,0.209890919870308,-0.208963299180292,0.000927620690016655,-0.209890919870308,-0.00092762069001661,0.156512379876496,0.129772962773141,0.156512379876496,0.996505262517365,0.12977296277314,0.996505262517366
ENSMUSG00000061079,Zfp143,6.43509756440668,6.60580082691284,6.49652542314185,6.26873773470765,6.44380216871714,6.36784527067836,6.29138288489509,6.24653581343031,6.25324903551295,0.152332913366558,0.248711103947469,-0.152332913366558,0.096378190580911,-0.248711103947469,-0.096378190580911,0.1084946453743,0.0185329910266971,0.1084946453743,0.276094845892872,0.018532991026697,0.276094845892873
ENSMUSG00000032314,Etfa,-0.125616748286432,0.0125182938994044,-0.201128474180287,1.47464737708147,0.518058970136908,1.95855570175306,1.01975994191563,1.34156932311303,1.04415715630624,-1.41450533859833,-1.23343081650837,1.41450533859833,0.181074522089964,1.23343081650837,-0.181074522089964,0.0329793194292313,0.0362395206857188,0.0329793194292311,0.73979475517017,0.0362395206857187,0.73979475517017
ENSMUSG00000022235,Cmbl,-0.678893855088927,-0.199715970163433,-0.481943892111553,-0.91635429425902,-1.01846943892847,-0.611144990955468,-0.354136903578399,0.11230311186485,0.589929286860265,0.390270055581302,-0.565919346770809,-0.390270055581302,-0.956189402352111,0.56591934677081,0.956189402352111,0.326796100060144,0.142287275676474,0.326796100060145,0.0448093495128573,0.142287275676474,0.0448093495128573
ENSMUSG00000064128,Cenpj,0.234058943935157,0.32216142757756,-0.611602908930025,-2.08034481696548,-2.5559022017131,-2.86198315694853,-1.6842523395826,-1.36253890056414,-1.48849302151111,2.42806761512331,1.46891493279508,-2.42806761512331,-0.959152682328231,-1.46891493279508,0.959152682328231,0.00399344202917391,0.0120366299694615,0.00399344202917392,0.0681561391364427,0.0120366299694615,0.0681561391364426
ENSMUSG00000081887,Gm12097,0.616347525825773,0.107970592688904,-0.421237559202415,1.31369206526829,0.550295357721917,1.60710245990661,0.841566487954808,0.581289154715477,0.335129447645079,-1.0503477808568,-0.482583948993782,1.0503477808568,0.567763831863022,0.482583948993783,-0.567763831863022,0.0859209691721973,0.347961609195167,0.0859209691721973,0.305192541868168,0.347961609195167,0.305192541868167
ENSMUSG00000039831,Arhgap29,0.733573690312302,0.508624572172205,0.685614311180742,-2.29435515730354,-1.33436997498793,-1.90600220172405,-1.40173155193816,-1.49697888793642,-2.4554095461664,2.45285430520868,2.38837076564189,-2.45285430520868,-0.0644835395667927,-2.38837076564189,0.0644835395667927,0.00543356350049589,0.0032075731077623,0.00543356350049588,0.90665476242658,0.0032075731077623,0.906654762426579
ENSMUSG00000026890,Lhx6,-2.85694066242376,-4.5474209935148,-6.91843144148462,-2.85035804646532,-4.62148389495277,-4.6228230015283,-4.57614243931901,-6.91843144148462,-6.91843144148462,-0.523475437375073,0.978187606548262,0.523475437375074,1.50166304392334,-0.978187606548262,-1.50166304392334,0.72838910596808,0.464958317399616,0.72838910596808,0.300811296320175,0.464958317399615,0.300811296320175
ENSMUSG00000036411,9530077C05Rik,3.96461482443695,3.42917481957528,3.03447896822226,4.17275569148479,4.13841492210644,4.31363577032107,3.66633550913749,3.96797222703318,3.77497591214828,-0.731736837744966,-0.326864244445313,0.731736837744965,0.404872593299652,0.326864244445313,-0.404872593299652,0.0661150608886181,0.31612669166963,0.0661150608886181,0.25282840703907,0.31612669166963,0.25282840703907
ENSMUSG00000086465,Gm16049,6.11617569651959,6.27145816587391,6.17389267208827,6.13994566198132,6.19445843174812,5.96988066077409,6.28018103432362,6.3468497955943,6.51340147043594,0.0857384397183638,-0.192964571570981,-0.0857384397183638,-0.278703011289345,0.192964571570981,0.278703011289345,0.51165120039053,0.129161999428412,0.51165120039053,0.062912608584705,0.129161999428412,0.062912608584705
ENSMUSG00000029490,Mfsd7a,8.08259838643686,8.35428555146274,8.27412138314738,8.01101385259511,8.20212455594461,8.02699195838132,8.84794119718729,8.69576119479231,8.87993829343032,0.156954238033616,-0.570868826222985,-0.156954238033616,-0.727823064256601,0.570868826222985,0.727823064256601,0.269167324155154,0.00506925209833101,0.269167324155154,0.00429902577002417,0.00506925209833099,0.00429902577002415
ENSMUSG00000089281,Scarna6,5.76928031013954,5.57127598889839,5.52103174552345,6.38753052592732,6.39249134021067,6.34221193276942,5.81368318571621,5.84420605935081,5.97688497506741,-0.753451285939247,-0.257711796533746,0.753451285939248,0.495739489405502,0.257711796533746,-0.495739489405502,0.00220143406461096,0.0370130026047352,0.00220143406461095,0.00700477916720583,0.0370130026047351,0.00700477916720577
ENSMUSG00000053603,4930442H23Rik,5.44654855328558,5.15841399502884,5.36281378591573,5.55106093879886,5.51814052330643,5.59862409388967,5.18278265173737,5.0840205173829,5.01717415689403,-0.233301652040312,0.227847728065974,0.233301652040312,0.461149380106286,-0.227847728065974,-0.461149380106286,0.0848730445843995,0.0713625733121281,0.0848730445843995,0.0117444685425416,0.0713625733121278,0.0117444685425416
ENSMUSG00000083014,Gm11764,4.78909867410253,5.08259618063728,4.98654504312215,5.31155734269653,5.27217048215699,5.30746051163554,5.18678737565941,5.18627750206361,5.32969263907469,-0.344233947951272,-0.281473714412081,0.344233947951272,0.0627602335391909,0.281473714412081,-0.0627602335391909,0.0264691574271459,0.0355055733309261,0.0264691574271459,0.603833819894896,0.0355055733309262,0.603833819894897
ENSMUSG00000022546,Gpt,3.60183474030874,4.12634160493513,4.31373038232033,3.77950377097758,3.67326170354554,4.06611376572205,4.42041515339271,3.99640132568521,4.08123618495673,0.174270875299104,-0.152038263685209,-0.174270875299104,-0.326309138984314,0.152038263685209,0.326309138984314,0.607565975652992,0.628251266631712,0.607565975652992,0.327712042077598,0.628251266631712,0.327712042077598
ENSMUSG00000046295,Ankle1,2.70683721477676,1.84642506489662,1.9116509645929,2.49770007123912,2.86569310537453,2.79850144122618,2.06402647634839,2.18308261697806,1.48192321347099,-0.564716748905127,0.244477706112965,0.564716748905127,0.809194455018092,-0.244477706112965,-0.809194455018092,0.215564927697189,0.557205823480846,0.215564927697189,0.0991247837997339,0.557205823480846,0.0991247837997336
ENSMUSG00000092119,,-1.7358357899674,-1.64949936527643,-2.92847814954967,-1.58098321820137,-2.30460423751414,-1.74105215425579,-3.19452371769585,-1.99719665675016,-2.4554095461664,-0.22012281247934,0.418913570076178,0.22012281247934,0.639036382555518,-0.418913570076178,-0.639036382555518,0.758649496965546,0.506724118078972,0.758649496965547,0.347129155995815,0.506724118078972,0.347129155995815
ENSMUSG00000020705,Ddx42,1.268370591769,0.361431936509903,0.961159200436463,-0.671985325629167,-0.0790902167128815,0.146868804239418,-0.626565455216027,-0.664021498367374,-0.91472911249839,1.05821278710796,1.58408594035154,-1.05821278710796,0.525873153243574,-1.58408594035154,-0.525873153243574,0.0469773223779653,0.00831707539149317,0.0469773223779654,0.246233096327519,0.00831707539149314,0.246233096327519
ENSMUSG00000028882,Ppp1r8,-0.755836004368964,-0.927578710808722,-0.481943892111553,0.241010816581602,-0.840742429040276,-0.130932616080335,-0.553485838005721,-1.99719665675016,-0.369359993078206,-0.473074291233443,0.242193549779886,0.473074291233443,0.715267841013328,-0.242193549779886,-0.715267841013328,0.524833803398689,0.732046474135355,0.524833803398689,0.330260884226439,0.732046474135354,0.330260884226439
ENSMUSG00000079100,,1.28766990048011,0.473210226289877,1.13293597073041,0.822605463534558,1.01040367578643,1.1201796280874,1.60276037102496,1.87819934954204,1.6672735269216,-0.0193739796352718,-0.749163816134173,0.0193739796352718,-0.729789836498902,0.749163816134174,0.729789836498902,0.960695119411036,0.040460531670299,0.960695119411036,0.0601940002109706,0.0404605316702991,0.0601940002109705
ENSMUSG00000065282,Gm24455,8.80531910882606,8.87347891422699,8.7868318687088,7.89231601943387,8.31460813652899,8.0243079589591,7.83068844320023,7.96526134287706,7.8896319190473,0.744781980498043,0.926654241579583,-0.744781980498044,0.18187226108154,-0.926654241579584,-0.18187226108154,0.00582103467339705,0.00144590801978567,0.00582103467339703,0.265179489231987,0.00144590801978566,0.265179489231987
ENSMUSG00000073771,Btbd19,0.42044876754689,0.981607492011353,0.914817455017505,-0.0684992976367909,0.381388058138033,0.104126477851945,0.473144682984648,0.404000398563561,0.83484639156087,0.629665977840746,0.199785102202656,-0.629665977840746,-0.42988087563809,-0.199785102202656,0.42988087563809,0.072008785281316,0.487023482420111,0.0720087852813161,0.181917355859479,0.487023482420111,0.181917355859479
ENSMUSG00000043621,Ubxn10,6.42967848611061,5.25150252737696,5.42406739198693,6.97581217023473,6.79353360950269,6.9450224780089,5.05277830907508,5.20128100465919,5.11895816157185,-1.20289826923181,0.577279243638026,1.20289826923181,1.78017751286983,-0.577279243638027,-1.78017751286983,0.0332478449925823,0.18270729514041,0.0332478449925824,0.0103447940998171,0.182707295140409,0.0103447940998171
ENSMUSG00000036585,Fgf1,3.18969167787513,2.44863213642866,2.87418553604564,3.10126800972922,2.75248536112309,2.87040411236402,2.82290715246968,2.31934750006904,2.89203610208018,-0.0704060594356766,0.159039683746685,0.0704060594356766,0.229445743182362,-0.159039683746685,-0.229445743182362,0.857763355960342,0.640438204385764,0.857763355960342,0.5254370789582,0.640438204385764,0.525437078958199
ENSMUSG00000065855,,5.86954491335447,5.83984072910562,5.85446326687839,5.51654635885521,5.67164481324465,5.53769439176757,5.20796015929381,5.19720459005062,5.20452926071036,0.279280380801366,0.65123600951589,-0.279280380801366,0.371955628714524,-0.651236009515891,-0.371955628714525,0.00565925242605413,0.000212316179961615,0.00565925242605413,0.00239180711614961,0.000212316179961614,0.0023918071161496
ENSMUSG00000082072,Gm15785,4.54230959310412,4.34537561668059,4.44589305788678,4.40803420135984,4.52652570862432,4.52484488838467,4.32431643610407,4.144884745115,4.30098233018011,-0.041920398498671,0.187657979042544,0.041920398498671,0.229578377541215,-0.187657979042544,-0.229578377541215,0.707791018183802,0.0868160557157502,0.707791018183802,0.0648550273328838,0.0868160557157501,0.0648550273328836
ENSMUSG00000024168,Tmem204,3.66223029275546,3.17189493476831,2.85590548532707,3.92283206991288,3.75851533768668,3.75683494163692,3.49174002166296,3.73664052801085,3.46967883184616,-0.582279890020614,-0.335844023536206,0.582279890020614,0.246435866484407,0.335844023536207,-0.246435866484407,0.0880675513540787,0.249122109577553,0.0880675513540787,0.423146941933621,0.249122109577552,0.42314694193362
ENSMUSG00000028049,Scamp3,8.41662129765514,8.00205213075226,8.03949420720804,8.56270292731948,8.53777002662823,8.62227072843325,8.35226718400835,8.40017503249089,8.19998280041562,-0.42151438206081,-0.164751806907041,0.42151438206081,0.256762575153769,0.164751806907041,-0.256762575153769,0.047366168546804,0.323074490316197,0.047366168546804,0.169273858681204,0.323074490316197,0.169273858681203
ENSMUSG00000028871,Rspo1,4.62239798477154,4.65489111683396,4.59661870351225,4.43437536025186,4.48751800767062,4.57461469212248,4.4067455210817,4.33249835777647,4.18704096908816,0.125760598162281,0.315691621374357,-0.125760598162281,0.189931023212076,-0.315691621374357,-0.189931023212076,0.196367455120368,0.0103393426567144,0.196367455120368,0.0761517979767976,0.0103393426567144,0.0761517979767976
ENSMUSG00000023707,Ogfod2,2.05682696798845,1.78997419343115,2.18980999889058,1.75100680753708,1.91142963640866,2.05147330816706,1.08986913718261,1.38043795171168,1.22691255570231,0.107411299474008,0.777242718742656,-0.107411299474009,0.669831419268648,-0.777242718742657,-0.669831419268648,0.603302137235639,0.00630807675874228,0.603302137235638,0.0180408659721177,0.00630807675874228,0.0180408659721177
ENSMUSG00000025208,Mrpl43,-1.01484812462348,-3.16150428131824,-3.84042238478742,-2.08034481696548,-2.86040273447986,-3.24840351506012,-6.91843144148462,-2.76927583585027,-2.2033188857948,0.0712816656064484,0.992584141983637,-0.0712816656064486,0.921302476377189,-0.992584141983638,-0.921302476377189,0.973042385283645,0.548194679006909,0.973042385283645,0.604784629766267,0.548194679006909,0.604784629766267
ENSMUSG00000026791,Slc2a8,6.0184824741085,5.94698931683599,5.92557334291409,6.09317901187146,6.07004296027477,6.02390803447136,6.21107953650843,6.30705288627588,6.23802596659221,-0.0986811674159319,-0.288354407934948,0.098681167415932,-0.189673240519016,0.288354407934948,0.189673240519016,0.0968412157823121,0.00193942890975093,0.0968412157823119,0.0151651380262335,0.00193942890975093,0.0151651380262335
ENSMUSG00000042501,Cpa6,5.36826308800678,5.52554792225886,5.58254231134954,5.41328190033827,5.31970003580321,5.41846951482789,5.52086282135092,5.57354613589054,5.5223006457532,0.108283769881373,-0.0468041296712181,-0.108283769881373,-0.155087899552591,0.0468041296712181,0.155087899552591,0.233806776959358,0.575161011488978,0.233806776959358,0.110110522337169,0.575161011488978,0.110110522337169
ENSMUSG00000025986,Slc39a10,5.05993974678388,5.23573865198614,5.18508236267187,4.48775501040983,4.6168149112851,4.66744818194182,4.72764515260968,4.64934343205154,4.70114190645555,0.569427709979302,0.467369414305091,-0.569427709979302,-0.102058295674211,-0.467369414305091,0.102058295674211,0.00283810221772579,0.00250031136172661,0.00283810221772581,0.28417361508089,0.00250031136172663,0.28417361508089
ENSMUSG00000020464,Pnpt1,0.89328312850937,0.473210226289877,0.158391524406925,-0.91635429425902,-1.01846943892847,-1.22285706808252,-0.073068815349109,-0.253716183052781,0.862732173537255,1.54540762313205,0.325985684988472,-1.54540762313205,-1.21942193814358,-0.325985684988473,1.21942193814358,0.0206815850211871,0.481998948695576,0.0206815850211871,0.0436956380763949,0.481998948695576,0.043695638076395
ENSMUSG00000024989,Cep55,0.193706659601069,0.197497538734757,0.344714697698439,-2.29435515730354,-1.90437284235909,-1.22285706808252,0.894763707480347,-0.745372455685087,-0.435740726473377,2.0208739561168,0.33518330717156,-2.02087395611681,-1.68569064894525,-0.335183307171561,1.68569064894524,0.0268105837187873,0.615836139874472,0.0268105837187873,0.0472429948584311,0.615836139874471,0.047242994858431
ENSMUSG00000042857,Gm9776,1.78534223469082,1.90075000757821,1.50550889814745,2.22338613073711,1.9602335512088,1.71045372799106,2.24903759090624,2.25805084750153,2.60063005081993,-0.233651226102753,-0.637734501233874,0.233651226102754,-0.40408327513112,0.637734501233874,0.40408327513112,0.383610434823027,0.0334463324177226,0.383610434823027,0.152370805294755,0.0334463324177226,0.152370805294755
ENSMUSG00000024299,Adamts10,5.9051247985228,5.69844242039946,5.71859072508208,5.72563126672169,5.66797676101915,5.8020238041813,5.53244871753715,5.51688876042753,5.24217028012497,0.0421715208085789,0.343462149178479,-0.042171520808579,0.3012906283699,-0.343462149178479,-0.3012906283699,0.787552061332215,0.0354605913270643,0.787552061332215,0.0718650192314873,0.0354605913270642,0.0718650192314871
ENSMUSG00000034751,Mast4,2.49070938047525,1.90075000757821,1.98076502712987,2.66275607933744,2.71742515207745,2.93279908948242,2.07559163256494,2.76349822676304,2.45252020046181,-0.64590129325976,-0.306177207392522,0.64590129325976,0.339724085867238,0.306177207392522,-0.339724085867238,0.0879277745182583,0.3375934974031,0.0879277745182582,0.322041356610827,0.3375934974031,0.322041356610826
ENSMUSG00000047965,Rpl9-ps7,-2.30107155417448,-2.00141831299896,-2.92847814954967,-4.61296771118303,-3.24685411614394,-3.7777803623093,-1.84939413050276,-1.8105156475236,-0.505323676110107,1.35918199537391,-0.996861517908122,-1.35918199537391,-2.35604351328203,0.996861517908122,2.35604351328204,0.0964136134181443,0.167009921044686,0.0964136134181441,0.0205686219896216,0.167009921044686,0.0205686219896216
ENSMUSG00000089940,Gm4117,4.42955061686284,3.84393548681836,3.82720362117457,4.15174214794831,4.06779436006365,4.21915878045367,4.62315898764984,4.77317598636806,4.81969939534865,-0.112597087301725,-0.704877051908661,0.112597087301725,-0.592279964606937,0.704877051908662,0.592279964606937,0.668459250739051,0.0204574638256276,0.66845925073905,0.0508849815978486,0.0204574638256276,0.0508849815978488
ENSMUSG00000051238,Swsap1,7.76610945291316,7.64207229494467,7.70996456058674,7.42735008059322,7.47896343974252,7.4320966393196,7.38926594781991,7.32577010952333,7.31912878645468,0.259901845481657,0.361303543567915,-0.259901845481657,0.101401698086258,-0.361303543567915,-0.101401698086259,0.00543356350049589,0.000917791306560502,0.00543356350049588,0.0947579654749258,0.000917791306560495,0.0947579654749256
ENSMUSG00000033578,Tmem35,4.44467436783365,4.36965419061725,4.39826605976891,4.66505510531963,4.58215415746598,4.58630824166236,4.40445460350839,4.46949746055128,4.35106029130014,-0.206896503067825,-0.00419813975526932,0.206896503067826,0.202698363312556,0.00419813975526935,-0.202698363312556,0.0139536908836527,0.94425994526787,0.0139536908836528,0.0158969028623391,0.944259945267869,0.015896902862339
ENSMUSG00000029810,Tmem176b,6.52677780665275,6.88549630751756,6.99777165193447,6.82510598277336,6.95312290065338,6.82266201100346,6.99009399857672,7.05476242615191,7.06532607511109,-0.0636085505611313,-0.233371984703047,0.0636085505611313,-0.169763434141915,0.233371984703047,0.169763434141915,0.737958328788064,0.180371656092735,0.737958328788064,0.349930075695978,0.180371656092735,0.349930075695977
ENSMUSG00000034254,Agpat1,7.1910303482104,7.27780975794537,7.26985144047881,7.19321845651417,7.16670167116029,7.12816331746226,7.26376786243116,7.242506698417,7.31598033415112,0.0835322155572575,-0.0278613137916236,-0.0835322155572575,-0.111393529348881,0.0278613137916236,0.111393529348881,0.110208111180385,0.536657420474822,0.110208111180385,0.0520334343339472,0.536657420474823,0.0520334343339472
ENSMUSG00000033589,Reep4,4.62239798477154,3.92152938219593,4.05260054164193,3.86912992574343,3.84226936203037,4.37334938882704,3.97809684629584,4.08731194028483,4.04213941997735,0.170526974473145,0.162856339289275,-0.170526974473145,-0.00767063518386951,-0.162856339289275,0.00767063518386938,0.618851727816352,0.606147298426891,0.618851727816352,0.985316138173366,0.606147298426891,0.985316138173367
ENSMUSG00000025579,Gaa,8.72795726173167,9.0159398351141,9.14274673978247,8.81074983377785,8.82013892922908,8.85083252224299,8.70459073537599,8.70942109511384,8.5733390569856,0.134972362869428,0.299755955578241,-0.134972362869429,0.164783592708813,-0.299755955578242,-0.164783592708813,0.395975218593108,0.0690001546648274,0.395975218593108,0.300956440873031,0.0690001546648274,0.300956440873032
ENSMUSG00000053297,AI854703,7.96932442077455,8.02229407819616,8.13985902648921,8.53456966403513,8.50909851014449,8.59080969572292,8.4626353094605,8.5192483164959,8.44202216300197,-0.500986807674184,-0.430801553536245,0.500986807674184,0.0701852541379384,0.430801553536246,-0.0701852541379383,0.00213030535583432,0.00132883063117161,0.00213030535583432,0.336911782591544,0.00132883063117161,0.336911782591545
